Custid,Dayswus,Age,Educ,Income,Kidhome,Teenhome,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,Access
10273,807,38,15,39231,1,1,2,5,27,-5,70,54,1,36,2,6,14,59,7,0
10274,673,67,20,89680,0,0,13,18,436,249,4,52,5,37,1,4,13,22,1,0
10275,783,31,17,31190,1,0,3,59,36,-5,69,35,11,41,12,1,2,63,8,0
10276,619,61,15,76968,0,1,16,71,594,160,13,46,5,33,15,0,1,31,3,0
10277,797,35,17,50607,0,1,3,86,45,3,42,43,10,14,17,16,34,42,5,0
10278,1077,39,16,44782,1,1,3,89,43,-7,70,24,7,53,9,6,20,69,8,0
10279,1211,23,17,30638,1,0,5,29,89,-8,68,18,20,22,17,24,25,57,8,0
10280,583,50,19,53247,0,1,9,97,257,4,48,85,2,11,0,2,1,41,5,0
10281,620,61,14,110472,0,1,22,22,957,356,10,42,4,19,20,15,9,47,4,0
10282,1001,24,17,30139,1,0,4,10,62,-8,80,11,3,53,21,13,39,53,8,0
10283,1185,35,17,37512,1,1,2,61,23,-5,81,33,5,49,10,3,32,68,7,0
10284,775,42,16,65041,1,1,6,15,147,-22,66,59,1,30,9,1,16,45,5,1
10285,1218,78,15,106340,0,0,38,1,1980,639,3,25,4,58,7,7,2,16,4,0
10286,1084,34,20,35980,1,0,5,35,118,-1,51,34,4,58,4,0,7,60,8,0
10287,737,37,16,65906,1,1,3,40,65,-12,75,55,3,40,1,0,5,44,5,0
10288,981,73,18,106073,0,0,44,2,2348,1250,1,54,3,35,4,4,1,13,2,1
10289,608,68,15,94992,0,0,15,53,544,194,1,33,18,39,3,7,37,23,1,0
10290,755,38,20,32990,1,1,5,42,41,-13,88,73,0,20,3,3,31,55,5,0
10291,1000,24,17,39540,1,0,3,2,42,-1,53,11,20,29,13,27,25,57,7,0
10292,973,35,20,48450,1,0,18,42,707,178,27,83,1,15,0,1,26,47,7,1
10293,616,34,15,47241,0,1,2,26,18,-2,62,23,30,18,5,24,19,42,3,0
10294,874,47,18,64447,0,0,7,33,184,61,8,44,15,19,9,13,40,38,5,1
10295,1024,73,18,98566,0,0,27,72,1282,690,1,47,2,43,4,5,3,19,3,0
10296,553,51,16,66758,1,1,3,73,49,-7,63,62,5,17,8,8,2,39,3,0
10297,683,63,14,77249,0,1,15,56,534,144,20,49,8,27,8,9,25,27,3,0
10298,678,40,18,47646,1,1,2,10,31,-14,88,43,2,52,2,2,16,56,7,0
10299,792,72,17,85457,0,0,18,1,702,222,3,39,0,33,25,3,7,28,3,0
10300,798,53,19,75365,0,0,18,56,720,198,4,71,1,25,2,1,1,45,5,0
10301,1218,48,14,82116,0,1,22,29,948,332,13,67,8,24,0,1,16,61,8,1
10302,683,50,15,82210,0,1,10,67,300,79,11,72,3,20,3,2,48,50,4,0
10303,919,25,15,25162,1,0,3,79,64,-11,71,36,15,38,5,6,21,62,9,0
10304,866,73,16,91467,0,0,22,40,962,453,2,14,15,34,23,15,3,18,2,0
10305,1006,61,16,97976,0,1,26,81,1218,412,8,45,3,33,7,12,29,29,4,1
10306,1223,29,15,57850,1,0,6,51,151,12,35,15,16,36,22,11,4,61,8,0
10307,1142,59,16,69990,0,1,8,1,224,32,29,56,1,23,9,11,5,34,4,0
10308,830,35,19,44583,1,1,5,81,86,-20,71,73,2,19,3,3,7,48,5,0
10309,1005,30,15,48086,1,1,4,54,71,-16,87,26,10,49,11,4,5,69,8,0
10310,992,36,17,44829,1,1,4,22,71,-11,65,55,2,32,4,7,17,57,7,0
10311,932,42,20,58507,1,0,11,92,342,0,50,81,0,18,0,1,17,32,5,1
10312,718,57,16,87355,0,1,21,91,891,228,16,59,9,22,3,7,3,28,4,0
10313,1237,69,15,104283,0,0,42,15,2227,640,4,47,7,37,4,5,3,14,3,1
10314,1042,40,17,60960,1,0,13,38,436,80,25,71,2,20,7,0,17,63,8,0
10315,1019,19,13,22445,1,0,5,87,84,-2,55,14,11,31,25,18,17,64,8,0
10316,606,26,19,45958,1,1,4,58,53,-19,83,37,13,39,1,11,24,34,4,0
10317,789,20,14,23015,1,0,1,542,16,0,52,18,3,18,28,33,23,72,9,0
10318,776,74,18,111719,0,0,32,81,1607,593,2,67,1,26,2,3,1,25,3,2
10319,765,40,14,57533,1,1,5,30,118,-15,67,58,11,21,4,6,39,47,6,0
10320,999,73,17,120804,0,0,49,33,2646,890,1,65,2,31,1,1,1,11,3,3
10321,1018,40,15,72216,1,1,2,31,32,0,49,18,20,32,13,17,32,48,4,0
10322,558,73,19,108459,0,0,28,25,1339,686,1,55,3,41,0,1,2,20,1,1
10323,702,46,19,67359,0,1,5,25,121,14,31,93,0,5,1,1,12,55,6,0
10324,1240,54,19,99356,1,0,32,60,1593,639,12,94,1,5,0,0,3,40,6,1
10325,1117,37,18,51520,0,1,2,70,40,0,50,31,17,39,1,12,43,36,5,0
10326,985,36,17,47296,0,1,8,73,217,-39,72,89,0,10,0,0,3,47,7,0
10327,1199,59,17,68731,0,1,10,91,306,25,41,28,3,37,29,4,4,47,7,0
10328,863,35,19,68956,0,1,5,55,119,42,22,83,1,15,0,1,5,68,7,1
10329,950,29,18,42439,1,0,1,113,17,0,48,62,8,11,6,14,13,34,4,0
10330,1161,56,15,91300,1,1,25,39,1153,-20,52,60,4,14,12,9,3,36,7,1
10331,1166,34,16,41318,1,0,10,81,302,-40,67,46,0,38,13,2,12,60,9,0
10332,872,44,16,54906,1,1,3,26,55,-12,74,33,11,31,15,10,15,60,8,0
10333,581,30,16,51581,1,0,3,80,65,11,26,38,10,42,7,3,16,73,8,0
10334,1210,40,17,45617,1,1,4,2,91,-20,85,56,5,31,5,4,29,67,9,0
10335,1083,22,16,25057,1,0,4,14,60,-6,72,8,28,34,0,29,34,62,8,0
10336,854,44,15,68878,1,1,4,15,90,4,44,54,2,31,7,7,7,57,7,0
10337,918,47,16,71502,0,1,7,44,187,-2,51,85,0,9,3,2,8,58,7,0
10338,964,44,16,78654,1,1,12,18,391,80,30,83,1,12,2,2,16,56,7,0
10339,868,76,14,109495,0,0,33,89,1669,581,2,44,13,21,7,15,6,10,1,1
10340,1153,30,15,49382,0,0,14,45,495,120,17,48,4,38,7,3,6,54,8,0
10341,888,43,18,68957,1,1,2,52,41,0,51,56,2,37,1,4,26,62,6,0
10342,959,21,15,36763,1,0,1,23,19,-1,61,18,9,50,9,13,7,59,8,0
10343,833,22,16,32777,0,0,3,84,65,12,16,19,3,56,8,14,16,51,7,0
10344,1004,26,18,33368,1,0,4,48,58,-1,53,56,5,33,3,3,35,60,8,0
10345,607,77,19,102455,0,0,24,37,1081,512,2,56,1,32,6,5,3,6,0,0
10346,620,20,14,22879,1,0,1,516,11,-1,74,10,17,44,18,11,31,69,7,0
10347,996,51,18,63620,0,1,20,97,824,218,20,93,0,6,0,0,11,49,8,1
10348,711,47,15,76219,0,1,14,22,491,107,29,83,2,12,3,1,4,43,6,1
10349,794,29,18,36214,1,0,2,41,42,-5,74,18,11,56,13,2,27,54,7,0
10350,888,63,15,82108,0,1,16,68,601,209,17,41,12,33,5,9,9,32,4,0
10351,967,72,19,111551,1,1,24,57,1083,346,12,80,2,14,2,2,8,48,5,0
10352,1044,78,15,109324,0,0,44,57,2350,1256,1,70,3,23,2,3,3,14,5,2
10353,949,51,19,84695,0,1,20,83,823,282,13,77,1,18,3,2,12,39,5,0
10354,1117,56,19,81956,0,1,15,69,547,185,18,75,3,21,0,1,9,33,5,0
10355,614,31,15,39110,0,1,2,13,18,-2,61,35,13,27,12,13,54,39,3,0
10356,694,32,17,44313,1,0,4,71,64,4,36,71,1,25,2,2,10,64,7,0
10357,1133,35,17,52488,0,0,18,22,714,369,7,62,9,20,6,2,7,55,8,0
10358,1249,63,18,94426,0,1,39,64,2039,665,5,81,1,12,4,2,12,45,9,2
10359,1197,21,15,33304,1,0,2,39,40,-2,60,9,17,39,5,30,43,55,8,0
10360,885,36,19,47524,1,1,1,144,17,-5,81,73,0,25,0,2,14,68,8,0
10361,1247,77,20,120018,0,0,49,91,2647,773,1,69,1,28,2,0,14,12,4,2
10362,1118,49,19,91125,0,1,26,76,1206,501,12,88,1,10,1,1,10,47,7,0
10363,1173,61,17,94790,0,1,22,32,962,337,8,53,9,27,8,2,1,35,4,0
10364,857,28,14,51895,1,0,4,60,53,1,47,16,24,18,29,13,63,66,6,0
10365,927,29,17,38067,1,0,1,481,19,2,36,34,2,50,2,12,12,73,9,0
10366,1090,61,17,97046,0,1,29,30,1403,404,4,75,6,14,0,4,29,28,5,1
10367,1172,44,16,63093,1,1,8,45,223,-4,52,42,8,26,12,12,14,49,6,0
10368,1131,23,17,31322,1,0,2,79,40,-7,84,11,18,31,19,21,49,54,8,0
10369,1241,33,20,45799,1,0,5,88,119,-3,55,41,3,51,0,4,1,57,7,0
10370,1044,53,15,81193,0,1,15,57,545,156,26,78,1,19,1,1,14,58,8,0
10371,752,26,17,48100,1,0,4,54,90,8,35,52,1,34,10,2,34,60,6,0
10372,632,66,14,105712,0,0,25,71,1150,625,2,11,16,39,12,22,30,19,2,0
10373,1025,34,15,56117,1,0,6,18,152,11,39,23,9,32,17,20,35,55,7,0
10374,1142,68,16,99452,0,0,26,54,1220,363,3,39,9,29,13,10,15,18,3,0
10375,1186,47,20,47359,1,1,1,452,19,-8,90,95,0,5,0,0,21,68,9,0
10376,921,66,18,83424,0,0,20,7,831,405,2,58,1,26,6,8,2,13,2,0
10377,1076,21,15,38904,1,0,8,100,225,3,47,23,26,41,9,1,41,57,8,0
10378,652,42,16,44754,1,0,1,325,20,0,47,30,12,31,13,14,3,61,8,0
10379,825,62,15,106870,0,1,34,98,1732,496,5,51,4,30,1,14,21,36,5,2
10380,1185,55,20,83392,1,1,14,20,494,89,35,76,2,17,2,3,3,31,4,0
10381,939,54,16,73709,0,1,17,83,651,170,16,88,1,10,0,1,1,63,9,1
10382,569,25,15,38124,1,0,2,23,41,2,41,27,30,29,6,8,20,58,7,0
10383,1205,76,20,107558,0,0,43,29,2288,880,1,68,1,29,1,1,3,11,3,0
10384,1079,67,17,96513,0,0,30,9,1471,459,5,44,12,41,2,1,1,9,1,0
10385,755,23,14,23625,0,0,4,55,55,2,42,18,18,46,18,0,72,49,5,1
10386,608,68,17,105414,0,0,31,86,1533,829,1,38,3,52,3,4,1,8,1,1
10387,1058,45,20,59415,0,1,13,26,437,111,18,89,1,8,1,0,1,47,6,0
10388,642,56,18,80043,0,1,6,28,148,20,28,42,1,39,10,8,33,27,2,0
10389,1202,63,17,79097,0,1,26,36,1208,548,14,60,6,18,9,7,2,41,7,0
10390,832,29,20,35067,0,0,1,334,20,7,18,42,13,37,6,2,4,49,6,0
10391,1150,23,17,29157,1,0,4,18,54,-7,76,33,10,45,12,1,5,71,9,0
10392,693,52,19,83381,0,1,8,1,219,37,26,88,1,10,1,0,4,51,5,0
10393,1105,34,20,78294,1,0,18,55,718,90,23,70,2,26,1,1,17,48,7,1
10394,1176,19,13,41567,1,0,2,90,38,-4,70,6,26,27,41,0,16,63,8,0
10395,741,73,19,120048,0,0,40,1,2106,871,0,45,5,39,7,4,2,14,2,1
10396,1193,20,14,27053,1,0,2,97,22,-2,67,5,36,15,11,32,50,51,5,0
10397,901,30,17,38290,1,0,3,78,40,-1,54,30,11,17,22,20,42,75,8,0
10398,982,57,16,71814,0,1,15,84,537,162,19,54,6,26,10,4,33,45,5,1
10399,1234,18,12,21339,1,0,3,69,53,-11,89,3,6,5,29,58,89,57,8,0
10400,1064,23,16,41034,1,0,6,9,148,-7,61,11,27,17,32,14,88,56,7,1
10401,1115,52,19,58794,0,1,15,93,548,43,42,96,0,4,0,0,3,60,8,1
10402,998,64,16,112899,0,0,32,56,1606,860,1,53,1,30,7,9,3,40,6,0
10403,1088,18,12,31372,0,1,2,67,35,-5,64,26,21,38,8,7,58,44,6,0
10404,1041,50,18,94954,1,1,21,2,892,180,29,96,1,3,0,0,5,60,8,2
10405,598,53,15,97456,0,1,21,1,885,262,4,71,2,22,3,2,34,64,6,1
10406,669,54,17,87315,0,0,13,73,444,164,2,32,29,10,21,8,7,28,1,0
10407,1084,71,19,117623,1,0,36,22,1857,625,8,74,1,22,2,1,1,35,6,2
10408,884,41,18,48449,0,1,1,143,19,1,41,35,9,45,10,1,24,41,4,0
10409,963,74,18,104329,1,1,22,64,952,198,19,81,2,15,1,1,1,32,4,0
10410,740,64,18,95044,0,1,21,24,883,280,5,51,2,34,6,7,3,24,2,0
10411,663,64,14,100714,0,1,19,54,770,217,4,20,20,26,21,13,4,28,2,0
10412,852,33,19,48488,1,0,3,35,66,7,30,51,3,34,7,5,20,69,8,0
10413,1141,59,18,95170,0,1,26,10,1217,532,7,70,7,13,8,3,5,52,8,1
10414,1027,49,19,70876,0,1,17,73,644,124,29,85,2,10,3,0,2,48,7,0
10415,1082,74,17,110063,0,0,41,76,2164,840,1,43,19,27,5,6,12,26,5,2
10416,558,59,17,104638,0,1,18,63,705,171,11,51,7,35,1,5,2,31,2,0
10417,721,25,18,39257,1,0,3,74,41,-1,54,63,1,30,6,1,3,62,7,0
10418,592,24,18,22350,1,1,2,81,14,-7,92,48,10,17,18,7,18,40,3,0
10419,1112,48,15,74961,0,1,25,77,1141,87,39,78,1,16,3,2,3,61,9,0
10420,1168,58,15,99459,0,1,35,23,1798,593,6,56,1,18,5,20,2,40,7,0
10421,1075,72,15,127071,0,0,44,43,2352,949,1,31,10,32,13,14,19,14,2,1
10422,1105,28,18,46347,1,0,1,358,19,-1,57,34,11,44,7,4,28,62,8,0
10423,897,61,18,91940,0,1,22,28,951,247,8,57,12,22,4,5,3,35,5,0
10424,1065,72,15,105566,0,0,45,71,2407,924,2,61,13,19,3,4,5,8,2,1
10425,1111,55,17,89344,0,1,31,85,1533,472,12,73,0,19,6,2,6,28,5,0
10426,993,42,17,62667,1,1,9,80,256,-34,61,49,0,46,3,2,11,65,8,0
10427,963,65,17,111791,0,0,37,57,1919,763,1,47,16,18,3,16,10,11,1,1
10428,1214,59,15,74216,0,1,22,95,947,262,16,50,8,27,10,5,44,30,6,0
10429,1089,64,16,91753,0,1,28,89,1341,363,10,65,8,21,3,4,27,33,6,1
10430,1123,64,20,90056,0,1,30,44,1469,462,14,83,1,15,1,0,3,31,6,0
10431,674,67,16,106908,1,0,24,44,1082,410,7,53,2,26,1,17,6,43,3,0
10432,1144,51,18,98117,1,1,14,26,491,-10,53,41,15,28,4,11,40,42,5,1
10433,566,57,16,80952,0,1,15,14,536,182,7,36,10,42,9,4,47,27,2,0
10434,848,42,15,68812,1,1,6,69,154,27,35,53,2,35,9,1,14,47,6,0
10435,739,28,14,46296,1,1,5,31,68,-11,81,32,1,33,11,23,13,68,7,0
10436,869,66,15,87786,0,0,14,14,485,187,5,26,15,35,8,16,12,10,1,0
10437,716,67,17,86891,0,0,25,23,1155,352,5,93,0,6,0,0,4,41,6,3
10438,1113,66,15,80661,0,0,30,35,1473,422,2,31,11,41,14,3,4,13,3,0
10439,1130,40,14,56230,1,1,14,95,487,-51,63,59,5,31,4,1,58,45,8,1
10440,1074,75,16,105549,0,0,35,19,1792,550,1,30,13,50,4,2,26,12,2,0
10441,1225,50,18,59145,0,1,3,43,64,-5,60,88,0,9,2,1,23,46,5,0
10442,568,19,13,43696,1,0,2,52,41,1,44,15,21,18,13,33,37,49,5,0
10443,855,55,17,69775,0,0,9,63,256,83,7,83,2,13,2,0,1,30,4,1
10444,689,66,14,87901,0,0,18,24,710,356,3,43,10,32,13,3,19,12,1,0
10445,814,30,17,34630,1,1,4,48,42,-7,82,32,11,40,10,6,29,58,6,0
10446,574,41,18,61028,1,1,6,80,150,-23,65,38,6,46,5,5,18,58,7,0
10447,586,64,15,102165,0,1,20,68,822,387,7,50,13,18,5,14,80,26,1,1
10448,656,22,16,48020,1,0,4,24,65,5,35,16,7,26,27,24,55,62,6,1
10449,680,44,18,77039,1,1,18,91,717,28,45,67,3,27,1,2,21,58,7,1
10450,691,32,16,39972,1,1,4,56,43,-8,88,57,4,35,2,2,7,62,7,0
10451,574,34,18,52545,1,0,2,89,32,4,26,60,1,37,0,2,16,61,7,1
10452,1137,42,18,53424,1,1,3,29,57,-20,86,70,1,23,3,4,6,52,7,0
10453,630,63,15,99556,0,1,22,34,946,272,7,32,12,47,6,3,2,30,3,0
10454,951,39,15,53723,1,1,2,47,40,-11,85,57,7,29,1,6,23,64,8,0
10455,1060,42,17,74421,1,1,6,59,151,-10,59,69,5,20,4,2,30,68,8,0
10456,675,56,17,73840,0,1,12,13,397,48,30,36,19,19,10,16,11,24,2,0
10457,552,49,15,64099,0,1,5,12,89,9,37,43,3,37,10,7,44,52,5,0
10458,1011,19,13,33826,1,0,2,69,36,-2,66,5,13,34,18,30,7,68,9,0
10459,739,72,16,113708,0,0,33,22,1667,535,1,41,11,35,1,11,4,12,2,1
10460,1173,49,20,67903,1,1,13,74,435,-79,71,72,1,23,0,3,1,38,6,0
10461,882,71,18,116187,1,1,23,35,1020,248,10,71,1,20,2,6,5,36,4,0
10462,1206,56,18,75374,0,1,29,20,1400,706,10,56,1,39,1,2,2,39,8,0
10463,904,36,18,53794,1,1,1,45,20,-6,75,30,9,48,7,6,24,45,6,0
10464,651,61,18,100581,0,1,27,57,1283,646,2,54,4,34,4,4,2,34,5,0
10465,1072,29,17,39158,1,0,6,32,151,17,35,55,3,33,6,3,7,71,9,0
10466,785,47,18,68288,0,1,8,37,219,11,42,78,1,18,1,1,45,49,5,1
10467,574,29,15,43981,0,1,5,90,119,14,35,69,8,13,4,6,20,35,4,0
10468,715,21,15,22167,1,0,4,76,50,-3,64,16,6,44,32,2,27,69,9,0
10469,771,27,14,21755,1,0,2,76,27,-4,73,56,12,17,2,13,12,62,8,0
10470,554,78,14,122430,0,0,31,9,1543,513,1,18,16,31,21,15,4,15,1,0
10471,1177,64,17,98435,0,1,20,54,840,263,9,39,14,38,6,3,13,16,1,0
10472,928,36,14,33998,1,1,1,103,10,-2,82,26,8,18,6,42,31,57,7,0
10473,1195,53,15,83850,0,1,16,74,596,241,16,78,7,9,2,3,29,49,6,0
10474,1204,20,14,38147,0,0,5,96,120,17,16,5,16,11,6,62,52,63,8,0
10475,932,75,17,99846,0,0,33,82,1666,621,2,37,6,47,5,5,1,10,1,0
10476,844,59,19,91208,1,1,12,85,393,90,25,45,8,23,18,6,5,36,3,0
10477,1056,71,14,98979,0,0,30,20,1464,504,1,27,7,34,31,1,12,9,1,0
10478,778,34,19,32544,1,0,3,75,34,-2,61,89,0,9,1,1,68,67,8,1
10479,893,24,18,53022,0,0,13,18,436,65,14,26,14,47,6,6,11,52,8,0
10480,628,66,14,84798,0,0,5,60,117,33,4,27,21,17,26,8,10,19,1,0
10481,1187,64,19,82619,0,1,33,38,1666,644,12,76,3,18,1,2,3,27,7,1
10482,954,29,14,18364,1,0,4,12,46,-5,67,27,4,51,4,13,39,70,8,0
10483,893,51,19,73966,1,1,11,75,350,-16,55,82,2,15,1,1,9,44,5,0
10484,724,35,16,46859,0,1,9,47,257,-8,54,70,2,26,1,2,12,56,8,0
10485,803,42,16,73826,1,0,9,91,255,51,32,62,1,32,4,1,8,54,7,0
10486,1116,46,16,68171,0,1,23,1,1026,165,31,69,2,22,6,2,2,49,8,0
10487,550,19,13,24303,1,0,2,28,29,-3,79,13,13,39,12,23,84,60,8,1
10488,1247,62,16,98403,0,1,28,61,1345,712,6,62,6,27,3,2,13,33,6,1
10489,1137,60,19,91115,0,1,29,76,1410,516,8,61,2,21,6,10,6,29,5,0
10490,818,18,12,23466,0,0,5,26,84,9,33,22,4,9,30,35,44,38,4,0
10491,848,19,13,33588,1,0,5,1,51,1,47,10,29,8,15,38,83,63,6,0
10492,1115,57,17,95278,0,1,28,63,1340,381,6,62,2,23,2,10,6,33,4,0
10493,1156,27,16,36472,1,0,9,93,257,-15,61,30,1,45,12,12,6,54,8,0
10494,1080,46,18,89841,0,1,21,67,886,176,20,92,1,6,1,0,8,55,7,1
10495,1225,37,16,44114,1,1,12,33,387,-137,83,74,0,24,1,0,4,50,8,0
10496,731,70,19,118280,0,0,25,85,1145,501,1,42,8,34,6,9,32,21,1,0
10497,1062,57,17,76469,0,1,15,62,537,216,12,60,6,25,5,5,5,41,6,0
10498,640,27,18,42368,1,0,2,64,29,-2,63,38,9,47,1,5,17,58,6,0
10499,623,45,14,55685,0,1,4,55,56,1,47,59,8,21,6,6,30,60,5,0
10500,1199,68,18,117473,0,0,35,89,1792,550,1,31,6,42,8,13,7,18,3,0
10501,620,51,17,70997,1,0,8,87,217,61,26,47,16,21,8,8,2,30,2,0
10502,774,68,20,109962,0,0,35,41,1789,950,2,59,3,35,0,3,23,14,2,2
10503,615,28,18,40007,0,0,1,131,19,4,12,22,21,36,16,4,3,40,3,0
10504,866,62,20,80736,0,0,23,31,1015,430,8,49,9,31,7,4,15,30,4,0
10505,569,42,16,66688,1,1,1,274,10,-2,81,66,6,24,2,2,27,48,3,0
10506,678,73,19,111596,0,0,25,95,1140,341,1,50,4,41,3,2,3,10,1,0
10507,789,56,20,71646,0,1,15,86,538,126,26,73,3,21,3,0,2,37,5,0
10508,792,42,16,67182,0,1,18,66,710,156,18,44,5,42,9,0,15,27,4,0
10509,926,59,19,97029,0,1,24,21,1090,268,9,65,4,24,5,2,2,28,4,0
10510,593,38,20,55967,1,1,7,79,186,-28,75,80,1,18,1,1,0,57,7,0
10511,1010,25,19,35216,1,0,4,65,59,-3,62,48,7,33,8,5,11,65,8,0
10512,1154,24,16,24938,0,0,7,33,184,2,48,40,12,27,9,12,4,64,9,0
10513,634,51,19,51772,0,1,5,86,86,15,26,89,1,9,0,1,19,50,5,0
10514,998,30,14,70148,1,0,18,97,717,90,24,17,14,45,22,2,54,60,8,0
10515,1214,77,18,113337,0,0,47,38,2526,932,1,30,4,60,5,1,1,8,2,1
10516,886,30,19,49228,1,1,3,74,34,-3,66,50,5,36,6,3,13,68,7,0
10517,760,34,20,47696,1,1,4,36,63,-9,78,62,2,32,4,0,11,68,8,0
10518,916,75,19,99118,0,0,32,55,1594,767,3,56,2,39,2,2,2,11,1,0
10519,1089,66,15,94315,0,0,34,49,1728,649,3,15,18,35,28,4,29,14,2,0
10520,837,66,19,99490,0,0,32,16,1598,865,3,39,6,39,9,8,3,16,2,0
10521,947,56,16,72220,0,0,8,72,223,81,18,57,2,33,5,3,5,21,2,0
10522,924,45,18,74838,0,1,16,65,605,124,24,53,8,22,5,12,8,39,4,0
10523,1063,21,15,27515,1,0,2,99,29,-4,76,11,8,56,16,9,39,61,9,0
10524,824,20,14,39112,0,0,1,241,19,3,18,8,13,25,31,22,60,44,4,0
10525,564,31,15,46082,0,0,4,49,92,24,14,36,21,18,4,22,44,38,5,0
10526,1102,29,17,44171,0,0,4,54,93,21,30,49,9,28,8,6,38,27,3,0
10527,1165,44,15,64681,0,1,15,40,536,97,23,40,9,35,5,11,17,46,6,0
10528,1184,26,18,36098,1,0,2,22,41,3,40,38,9,47,2,4,26,64,8,0
10529,647,37,19,68440,1,1,4,22,76,3,45,65,2,22,6,5,2,33,2,0
10530,919,51,18,76559,0,1,10,22,302,62,26,93,0,6,0,0,8,54,7,1
10531,579,73,16,88640,1,1,10,71,302,-79,71,66,3,19,5,7,2,39,4,0
10532,1108,33,15,45196,1,0,15,92,546,103,27,37,6,43,6,8,18,64,9,0
10533,763,26,16,33725,0,1,5,47,52,-4,60,30,11,27,22,10,34,36,4,0
10534,1240,22,16,31411,0,1,4,76,93,2,48,28,47,21,1,4,3,37,6,0
10535,639,26,17,55257,1,0,12,79,390,-11,54,44,2,44,5,5,23,63,8,0
10536,732,38,19,48975,1,1,4,71,41,-7,80,53,14,9,19,4,18,36,2,0
10537,594,19,13,36066,1,0,1,131,10,-1,74,10,4,21,39,26,50,56,6,0
10538,886,71,18,106682,0,0,26,94,1214,510,6,67,4,26,2,1,1,14,2,0
10539,986,21,15,41531,0,1,10,45,303,-69,74,31,24,11,26,8,16,34,6,0
10540,554,74,18,123499,0,0,30,51,1466,718,1,74,1,16,5,4,1,12,1,1
10541,980,48,15,81804,0,1,25,32,1146,365,18,93,0,6,0,0,13,63,8,2
10542,752,24,16,20567,1,0,3,70,41,1,45,12,22,23,22,21,38,61,8,0
10543,1122,53,18,95066,0,1,28,4,1334,499,8,66,2,26,3,3,3,63,8,0
10544,988,71,16,107419,0,0,27,93,1285,702,3,35,9,47,7,3,4,13,1,0
10545,1176,30,19,40150,1,0,4,18,92,1,48,77,3,18,0,2,9,60,8,0
10546,1145,21,15,32207,1,0,3,59,42,-8,66,18,20,13,29,21,60,35,5,0
10547,1221,24,14,32447,1,0,1,482,19,-2,67,8,34,14,32,12,65,55,7,0
10548,816,70,18,87011,0,0,20,73,830,308,10,44,9,33,6,8,1,23,3,0
10549,761,31,17,57360,1,0,7,79,181,5,46,25,4,55,2,14,24,50,6,0
10550,917,73,17,111604,0,0,27,74,1273,389,1,53,7,35,4,1,4,11,1,0
10551,816,45,17,64523,0,1,7,21,187,23,35,80,1,16,1,2,18,43,5,0
10552,885,32,19,31520,1,0,3,68,33,-6,83,66,7,26,0,1,10,72,8,0
10553,951,36,19,49419,1,1,2,58,27,-3,58,66,3,23,1,6,12,60,7,0
10554,692,62,16,86283,1,0,15,11,548,120,15,33,11,44,2,10,10,35,4,0
10555,623,35,14,46600,1,0,3,61,43,4,37,25,10,22,26,17,15,50,4,0
10556,659,49,19,83455,0,1,14,76,486,125,23,95,0,4,1,0,1,46,5,1
10557,721,77,19,112091,0,0,23,89,1011,472,1,48,10,32,1,9,2,14,1,0
10558,811,37,20,62351,1,1,8,98,220,-43,70,74,2,22,2,1,1,63,7,0
10559,850,73,19,131672,0,0,40,49,2102,837,1,63,7,26,1,3,16,6,1,2
10560,635,74,16,100577,1,0,25,28,1144,308,7,70,0,26,0,3,5,49,6,1
10561,790,40,14,56910,1,1,4,90,75,-16,69,64,5,22,1,7,4,47,5,0
10562,835,68,17,107749,0,0,35,95,1789,887,1,43,12,28,9,8,18,12,2,2
10563,1180,65,16,95357,0,0,33,5,1669,974,3,27,8,53,3,10,20,12,2,0
10564,1021,59,15,89115,0,1,21,2,902,304,2,40,1,20,22,17,4,20,2,0
10565,1041,35,14,59426,1,1,4,100,90,-21,77,57,1,26,8,8,23,51,7,0
10566,1122,46,16,82221,1,1,23,39,1011,125,30,65,3,28,1,3,27,64,9,0
10567,1054,51,18,71363,0,1,14,9,489,77,31,87,0,12,0,0,12,46,6,0
10568,1129,19,13,23329,1,0,1,546,19,-2,79,6,5,29,29,31,34,54,8,0
10569,731,63,19,97551,1,1,13,54,441,-24,57,70,4,25,1,0,2,53,5,0
10570,1023,54,18,65423,0,1,14,39,491,116,19,86,2,11,0,1,5,45,6,0
10571,979,54,20,75280,0,1,25,32,1145,365,16,80,1,17,1,0,6,53,9,0
10572,1005,52,14,61035,0,1,12,45,387,60,26,76,1,16,3,3,40,56,7,0
10573,805,65,19,77127,1,0,19,16,778,220,13,86,1,12,1,0,2,40,5,0
10574,791,55,18,80668,0,0,23,63,1014,310,3,61,5,29,4,2,1,30,5,0
10575,575,76,14,119104,0,0,27,23,1281,396,0,30,21,27,8,14,14,13,1,0
10576,1176,38,19,65174,0,1,22,83,963,392,11,57,10,24,4,5,18,44,8,0
10577,606,77,16,109227,0,0,22,52,958,419,1,33,6,48,10,4,5,14,1,0
10578,914,63,15,91352,0,1,30,52,1476,580,11,71,4,19,2,3,4,32,7,0
10579,893,30,19,29119,1,0,2,80,27,-3,74,64,1,34,0,1,5,70,9,0
10580,1047,24,18,33220,1,0,4,27,68,-6,69,22,24,30,4,20,11,63,7,0
10581,640,31,20,58047,1,0,6,5,152,-18,65,80,1,17,2,0,6,67,8,0
